00169800,23.14,21.59,0.00,0,0
00170200,23.19,21.56,0.00,0,0
00170500,23.16,21.62,0.00,0,0
00170900,23.18,21.57,0.00,0,0
00171200,23.13,21.61,0.00,0,0
00171600,23.20,21.62,0.00,0,0
00171900,23.22,21.61,0.00,0,0
00172300,23.14,21.56,0.00,0,0
00172600,23.29,21.59,0.00,0,0
00173000,23.18,21.61,0.00,0,0
00173300,23.20,21.56,0.00,0,0
00173700,23.18,21.60,0.00,0,0
00174000,23.17,21.61,0.00,0,0
00174400,23.14,21.57,0.00,0,0
00174700,23.18,21.54,0.00,0,0
00175100,23.16,21.54,0.00,0,0
00175400,23.16,21.51,0.00,0,0
00175800,23.14,21.55,0.00,0,0
00176100,23.22,21.63,0.00,0,0
00176500,23.19,21.63,0.00,0,0
00176800,23.17,21.62,0.00,0,0
00177200,23.16,21.63,0.00,0,0
00177500,23.14,21.60,0.00,0,0
00177900,23.14,21.65,0.00,0,0
00178200,23.12,21.60,0.00,0,0
00178600,23.18,21.57,0.00,0,0
00178900,23.22,21.61,0.00,0,0
00179300,23.12,21.59,0.00,0,0
00179600,23.18,21.57,0.00,0,0
00180000,23.17,21.60,0.00,0,0
00180300,23.22,21.56,0.00,0,0
00180700,23.14,21.59,0.00,0,0
00181000,23.19,21.60,0.00,0,0
00181400,23.21,21.49,0.00,0,0
00181700,23.19,21.54,0.00,0,0
00182100,23.17,21.56,0.00,0,0
00182400,23.19,21.56,0.00,0,0
00182800,23.14,21.56,0.00,0,0
00183100,23.22,21.51,0.00,0,0
00183500,23.19,21.56,0.00,0,0
00183800,23.19,21.60,0.00,0,0
00184200,23.21,21.56,0.00,0,0
00184500,23.18,21.62,0.00,0,0
00184900,23.19,21.54,0.00,0,0
00185200,23.24,21.54,0.00,0,0
00185500,23.20,21.54,0.00,0,0
00185900,23.14,21.55,0.00,0,0
00186200,23.16,21.55,0.00,0,0
00186600,23.26,21.56,0.00,0,0
00186900,23.23,21.61,0.00,0,0
00187300,23.18,21.57,0.00,0,0
00187600,23.14,21.53,0.00,0,0
00188000,23.23,21.57,0.00,0,0
00188300,23.20,21.59,0.00,0,0
00188600,23.18,21.63,0.00,0,0
00189000,23.24,21.55,0.00,0,0
00189300,23.20,21.57,0.00,0,0
00189700,23.20,21.56,0.00,0,0
00190000,23.21,21.59,0.00,0,0
00190400,23.17,21.55,0.00,0,0
00190700,23.19,21.57,0.00,0,0
00191100,23.16,21.60,0.00,0,0
00191400,23.13,21.56,0.00,0,0
00191800,23.24,21.57,0.00,0,0
00192100,23.24,21.55,0.00,0,0
00192500,23.22,21.55,0.00,0,0
00192800,23.19,21.55,0.00,0,0
00193200,23.22,21.50,0.00,0,0
00193500,23.17,21.53,0.00,0,0
00193900,23.16,21.55,0.00,0,0
00194200,23.22,21.56,0.00,0,0
00194500,23.24,21.62,0.00,0,0
00194900,23.20,21.56,0.00,0,0
